ID_PE;COD_NI;ID_MAT;COD_EST;ID_SEX;COD_PRO;ED_EST;N1;N2
56;10;98;26330;1;17;28;7;9
57;11;164;26330;1;17;29;7;8
56;10;102;26330;1;17;28;4;7
56;10;111;26330;1;17;28;6;8
53;7;51;26330;1;17;27;5;8
53;7;97;26330;1;17;27;5;8
53;7;31;26330;1;17;27;5;7
53;7;70;26330;1;17;27;6;8
53;12;178;26333;1;17;29;7;8
54;12;180;26334;1;17;27;8;10
53;12;179;26333;1;17;29;8;10
56;13;181;26344;1;17;27;7;8
53;12;176;26333;1;17;29;8;8
54;13;182;26333;1;17;29;8;8
54;13;184;26333;1;17;29;7;7
54;13;183;26333;1;17;29;7;7
54;13;181;26333;1;17;29;7;8
54;13;185;26333;1;17;29;8;10
55;13;184;26334;1;17;28;8;10
55;13;183;26334;1;17;28;8;10
55;13;185;26334;1;17;28;8;10
55;13;181;26334;1;17;28;8;10
53;12;180;26333;1;17;29;7;7
55;12;180;26353;1;16;29;8;9
56;13;185;26344;1;17;27;7;8
59;12;177;26345;1;17;29;8;8
57;10;135;26345;1;17;28;6;10
57;10;111;26345;1;17;28;7;8
57;10;106;26345;1;17;28;4;8
57;10;102;26345;1;17;28;5;7
57;10;98;26345;1;17;28;7;9
53;7;97;26345;1;17;26;4;7
53;7;70;26345;1;17;26;7;7
53;7;31;26345;1;17;26;7;7
59;12;179;26345;1;17;29;8;10
56;9;72;26345;1;17;27;6;8
59;12;180;26345;1;17;29;8;8
55;12;179;26353;1;16;29;7;7
55;12;176;26353;1;16;29;8;8
55;12;177;26353;1;16;29;7;7
55;12;178;26353;1;16;29;8;9
56;13;185;26353;1;16;29;7;7
56;13;184;26353;1;16;29;7;7
56;13;181;26353;1;16;29;8;9
56;13;182;26353;1;16;29;8;8
56;13;183;26353;1;16;29;8;9
53;10;102;26353;1;16;28;6;9
53;7;51;26345;1;17;26;5;6
58;11;164;26345;1;17;28;6;10
54;11;163;26344;1;17;26;6;9
54;11;169;26344;1;17;26;7;9
54;11;167;26344;1;17;26;7;9
54;11;164;26344;1;17;26;6;8
54;11;166;26344;1;17;26;8;8
54;11;165;26344;1;17;26;6;8
53;10;106;26344;1;17;26;7;9
53;10;111;26344;1;17;26;7;9
53;10;102;26344;1;17;26;8;9
53;10;98;26344;1;17;26;6;6
59;12;178;26345;1;17;29;8;8
54;8;62;26345;1;17;26;7;7
57;11;169;26330;1;17;29;6;8
58;11;166;26345;1;17;28;8;9
58;11;165;26345;1;17;28;8;9
58;11;169;26345;1;17;28;7;6
58;11;167;26345;1;17;28;5;7
58;11;163;26345;1;17;28;5;6
54;8;71;26345;1;17;26;6;7
54;8;79;26345;1;17;26;5;7
55;9;72;26345;1;17;27;5;6
55;9;33;26345;1;17;27;5;8
59;12;176;26345;1;17;29;8;8
53;10;135;26344;1;17;26;6;9
58;10;106;26322;1;06;35;6;9
59;11;164;26322;1;06;36;8;9
53;8;62;26320;1;06;25;4;9
56;9;33;26321;1;06;35;4;6
56;9;72;26321;1;06;35;2;5
55;8;71;26321;1;06;35;6;6
58;9;72;26321;1;06;36;5;7
54;8;62;26321;1;06;34;5;7
54;8;71;26321;1;06;34;5;7
57;9;72;26321;1;06;36;3;5
53;8;79;26321;1;06;34;7;6
55;10;98;26320;1;06;26;4;5
53;8;71;26321;1;06;34;6;6
55;10;102;26320;1;06;26;4;8
56;9;72;26322;1;06;34;4;6
55;9;72;26322;1;06;34;5;5
55;9;33;26322;1;06;34;6;6
54;9;33;26322;1;06;33;5;8
54;9;72;26322;1;06;33;3;7
59;11;169;26322;1;06;36;8;9
59;11;166;26322;1;06;36;8;9
59;11;167;26322;1;06;36;8;10
59;11;163;26322;1;06;36;7;9
56;10;135;26330;1;17;28;8;10
53;8;62;26321;1;06;34;2;7
57;12;177;26320;1;06;27;8;8
55;10;102;26318;1;21;26;4;9
56;11;169;26320;1;06;26;7;9
56;11;164;26320;1;06;26;7;9
56;11;163;26320;1;06;26;7;8
56;11;166;26320;1;06;26;6;9
56;11;165;26320;1;06;26;6;7
56;11;167;26320;1;06;26;5;7
58;13;185;26320;1;06;27;7;8
58;13;184;26320;1;06;27;8;8
57;12;179;26320;1;06;27;7;8
55;10;106;26320;1;06;26;7;8
57;12;176;26320;1;06;27;7;8
57;10;135;26322;1;06;35;7;10
57;12;180;26320;1;06;27;8;8
58;13;182;26320;1;06;27;7;8
58;13;183;26320;1;06;27;8;8
57;12;178;26320;1;06;27;8;8
54;9;33;26320;1;06;25;5;9
54;9;72;26320;1;06;25;6;5
55;10;111;26320;1;06;26;6;9
55;10;135;26320;1;06;26;7;9
53;8;71;26320;1;06;25;7;8
53;8;79;26320;1;06;25;7;9
58;13;181;26320;1;06;27;8;8
55;9;72;26330;1;17;28;5;6
59;11;165;26322;1;06;36;6;10
55;11;165;26323;1;05;25;6;5
55;11;166;26323;1;05;25;6;9
55;11;164;26323;1;05;25;6;9
58;12;176;26330;1;17;29;8;8
58;12;177;26330;1;17;29;8;8
58;12;178;26330;1;17;29;8;9
58;12;179;26330;1;17;29;8;8
58;12;180;26330;1;17;29;8;9
54;8;62;26330;1;17;27;6;7
53;12;178;26506;1;17;31;8;9
54;8;79;26330;1;17;27;5;8
55;11;169;26323;1;05;25;6;8
55;9;33;26330;1;17;28;5;9
59;13;185;26330;1;17;30;8;8
59;13;184;26330;1;17;30;8;8
59;13;183;26330;1;17;30;8;9
59;13;182;26330;1;17;30;8;8
59;13;181;26330;1;17;30;8;9
57;11;165;26330;1;17;29;6;8
57;11;166;26330;1;17;29;7;9
57;11;167;26330;1;17;29;7;9
56;10;106;26330;1;17;28;8;9
54;8;71;26330;1;17;27;6;7
57;13;181;26323;1;05;26;8;8
57;10;111;26322;1;06;35;6;9
57;10;106;26322;1;06;35;8;4
57;10;102;26322;1;06;35;8;7
57;10;98;26322;1;06;35;5;8
53;8;62;26322;1;06;33;5;6
53;8;71;26322;1;06;33;7;7
53;8;79;26322;1;06;33;5;7
57;13;182;26323;1;05;26;8;8
53;9;72;26323;1;05;24;5;8
53;9;33;26323;1;05;24;6;7
55;11;163;26323;1;05;25;7;8
57;13;183;26323;1;05;26;7;9
56;12;178;26303;1;08;24;8;8
57;13;184;26323;1;05;26;8;8
56;12;177;26323;1;05;25;8;8
56;12;179;26323;1;05;25;8;8
56;12;180;26323;1;05;25;7;9
56;12;178;26323;1;05;25;8;8
56;12;176;26323;1;05;25;8;8
54;10;135;26323;1;05;24;8;8
54;10;98;26323;1;05;24;4;8
54;10;111;26323;1;05;24;5;8
54;10;106;26323;1;05;24;7;9
57;13;185;26323;1;05;26;8;8
54;11;164;26283;1;06;23;7;9
56;13;183;26284;1;06;23;8;8
55;12;176;26283;1;06;24;8;8
56;13;182;26283;1;06;24;8;8
56;13;185;26283;1;06;24;8;10
56;13;184;26283;1;06;24;8;7
56;13;183;26283;1;06;24;8;7
56;13;181;26283;1;06;24;8;8
53;10;106;26283;1;06;23;8;9
53;10;111;26283;1;06;23;6;9
53;10;102;26283;1;06;23;7;9
55;12;179;26283;1;06;24;8;10
53;10;135;26283;1;06;23;6;9
55;12;178;26283;1;06;24;8;8
54;11;169;26283;1;06;23;7;9
54;11;167;26283;1;06;23;7;8
54;11;166;26283;1;06;23;7;8
54;11;163;26283;1;06;23;7;9
54;11;165;26283;1;06;23;6;9
56;13;182;26284;1;06;23;8;8
55;12;180;26284;1;06;23;8;8
55;12;176;26284;1;06;23;8;8
56;13;184;26284;1;06;23;7;7
58;12;177;26281;1;06;28;8;8
53;10;98;26283;1;06;23;6;7
59;13;183;26281;1;06;29;7;7
57;13;184;26303;1;08;25;7;9
57;11;169;26281;1;06;28;6;7
57;11;165;26281;1;06;28;6;7
58;12;176;26281;1;06;28;8;9
57;11;167;26281;1;06;28;6;7
57;11;166;26281;1;06;28;7;8
54;9;33;26281;1;06;26;5;9
54;9;72;26281;1;06;26;4;6
59;13;184;26281;1;06;29;8;8
59;13;182;26281;1;06;29;8;9
55;12;180;26283;1;06;24;8;7
59;13;181;26281;1;06;29;8;9
55;12;177;26284;1;06;23;7;7
56;10;135;26281;1;06;27;6;10
55;9;72;26281;1;06;27;6;7
56;10;106;26281;1;06;27;8;9
56;10;111;26281;1;06;27;7;9
56;10;102;26281;1;06;27;3;6
56;10;98;26281;1;06;27;6;9
53;8;79;26281;1;06;26;6;5
53;8;71;26281;1;06;26;6;8
53;8;62;26281;1;06;26;2;7
55;12;177;26283;1;06;24;8;7
59;13;185;26281;1;06;29;8;10
55;12;178;26286;1;06;23;8;8
56;13;181;26284;1;06;23;8;9
54;11;169;26285;1;06;22;7;8
54;11;163;26285;1;06;22;7;9
54;11;164;26285;1;06;22;7;7
54;11;167;26285;1;06;22;5;10
53;10;106;26285;1;06;22;7;10
53;10;102;26285;1;06;22;5;7
53;10;98;26285;1;06;22;6;8
53;10;111;26285;1;06;22;7;9
53;10;135;26285;1;06;22;8;9
54;11;165;26285;1;06;22;6;9
55;12;179;26286;1;06;23;8;10
55;12;179;26285;1;06;23;8;10
55;12;180;26286;1;06;23;8;10
56;13;181;26286;1;06;23;8;8
56;13;183;26286;1;06;23;8;10
56;13;185;26286;1;06;23;8;10
56;13;184;26286;1;06;23;8;8
54;11;169;26286;1;06;22;7;10
54;11;165;26286;1;06;22;5;8
54;11;163;26286;1;06;22;6;8
55;12;177;26286;1;06;23;8;8
53;10;135;26284;1;06;22;7;10
55;12;178;26284;1;06;23;8;9
55;12;179;26284;1;06;23;8;10
56;13;185;26284;1;06;23;8;10
54;11;169;26284;1;06;22;7;10
54;11;165;26284;1;06;22;5;7
54;11;166;26284;1;06;22;8;8
54;11;167;26284;1;06;22;5;10
54;11;163;26284;1;06;22;7;9
54;11;164;26284;1;06;22;8;8
53;10;98;26284;1;06;22;6;8
54;11;166;26285;1;06;22;7;9
53;10;106;26284;1;06;22;8;9
58;12;178;26281;1;06;28;8;9
53;10;102;26284;1;06;22;6;5
55;12;177;26285;1;06;23;8;8
55;12;180;26285;1;06;23;8;8
55;12;176;26285;1;06;23;8;8
56;13;181;26285;1;06;23;8;8
56;13;185;26285;1;06;23;8;10
55;12;178;26285;1;06;23;8;8
56;13;184;26285;1;06;23;8;8
56;13;183;26285;1;06;23;8;8
56;13;182;26285;1;06;23;8;8
53;10;111;26284;1;06;22;5;9
58;12;179;26276;1;18;27;8;10
56;10;135;26276;1;18;26;7;9
53;10;102;26275;1;22;24;8;10
53;10;111;26275;1;22;24;7;9
53;10;135;26275;1;22;24;8;9
53;10;98;26275;1;22;24;6;8
57;11;167;26276;1;18;27;4;6
57;11;169;26276;1;18;27;7;8
57;11;163;26276;1;18;27;6;9
57;11;166;26276;1;18;27;6;7
57;11;164;26276;1;18;27;7;7
54;11;165;26275;1;22;24;7;8
58;12;177;26276;1;18;27;7;7
54;11;169;26275;1;22;24;7;9
58;12;178;26276;1;18;27;8;8
58;12;180;26276;1;18;27;8;8
58;12;176;26276;1;18;27;8;8
54;9;33;26276;1;18;25;5;7
54;9;72;26276;1;18;25;4;6
59;13;183;26276;1;18;28;8;8
59;13;182;26276;1;18;28;8;8
59;13;185;26276;1;18;28;8;10
59;13;184;26276;1;18;28;7;7
57;11;164;26281;1;06;28;6;8
57;11;165;26276;1;18;27;4;8
55;12;177;26275;1;22;25;8;8
56;9;33;26274;1;12;22;3;8
56;9;72;26274;1;12;22;6;7
57;9;72;26274;1;12;23;5;6
55;8;71;26274;1;12;22;6;7
54;8;62;26274;1;12;21;6;6
54;8;71;26274;1;12;21;4;5
53;8;71;26274;1;12;21;5;7
53;8;79;26274;1;12;21;6;10
53;8;62;26274;1;12;21;2;6
55;12;180;26275;1;22;25;8;8
53;10;106;26275;1;22;24;8;10
55;12;176;26275;1;22;25;7;7
55;9;72;26276;1;18;26;5;7
56;13;184;26275;1;22;25;8;8
56;13;181;26275;1;22;25;8;9
56;13;182;26275;1;22;25;7;7
56;13;185;26275;1;22;25;8;10
55;12;179;26275;1;22;25;8;10
56;13;183;26275;1;22;25;8;8
54;11;167;26275;1;22;24;6;10
54;11;166;26275;1;22;24;7;9
54;11;163;26275;1;22;24;7;9
54;11;164;26275;1;22;24;8;10
55;12;178;26275;1;22;25;8;9
53;9;33;26280;1;23;24;6;8
59;13;181;26276;1;18;28;8;8
55;10;102;26277;1;06;25;6;9
55;10;135;26277;1;06;25;7;10
55;10;106;26277;1;06;25;7;10
55;10;111;26277;1;06;25;6;9
55;10;98;26277;1;06;25;7;9
56;11;169;26280;1;23;25;7;10
56;11;167;26280;1;23;25;7;9
56;11;166;26280;1;23;25;5;9
56;11;165;26280;1;23;25;6;9
53;9;72;26277;1;06;24;6;5
56;11;163;26280;1;23;25;7;8
54;9;72;26277;1;06;24;6;7
53;9;72;26280;1;23;24;6;7
54;9;72;26280;1;23;24;5;7
55;10;111;26280;1;23;25;5;9
55;10;98;26280;1;23;25;5;7
55;10;106;26280;1;23;25;7;8
55;10;135;26280;1;23;25;7;9
55;10;102;26280;1;23;25;4;9
57;11;163;26281;1;06;28;7;9
58;12;180;26281;1;06;28;7;7
58;12;179;26281;1;06;28;8;10
56;11;164;26280;1;23;25;6;8
56;11;166;26277;1;06;25;5;9
56;10;111;26276;1;18;26;6;9
56;10;106;26276;1;18;26;8;9
56;10;98;26276;1;18;26;5;6
56;10;102;26276;1;18;26;5;7
53;8;79;26276;1;18;25;4;8
53;8;71;26276;1;18;25;6;8
53;8;62;26276;1;18;25;4;7
56;11;163;26277;1;06;25;8;7
56;11;165;26277;1;06;25;6;8
56;11;164;26277;1;06;25;7;9
53;9;33;26277;1;06;24;7;7
56;11;167;26277;1;06;25;7;10
54;11;164;26286;1;06;22;7;10
58;13;182;26277;1;06;26;8;9
58;13;183;26277;1;06;26;7;7
58;13;185;26277;1;06;26;8;9
58;13;184;26277;1;06;26;8;8
57;12;178;26277;1;06;26;8;9
58;13;181;26277;1;06;26;8;9
57;12;176;26277;1;06;26;8;9
57;12;179;26277;1;06;26;8;9
57;12;180;26277;1;06;26;7;7
57;12;177;26277;1;06;26;8;8
56;11;169;26277;1;06;25;7;9
57;13;184;26299;1;17;27;8;8
55;11;165;26299;1;17;26;6;6
54;10;106;26298;1;18;24;7;9
54;10;102;26298;1;18;24;7;9
55;11;167;26298;1;18;25;4;9
55;11;169;26298;1;18;25;7;9
55;11;166;26298;1;18;25;6;9
55;11;165;26298;1;18;25;7;9
55;11;164;26298;1;18;25;7;7
55;11;163;26298;1;18;25;7;9
53;9;72;26298;1;18;24;5;7
54;10;135;26298;1;18;24;7;10
56;12;177;26299;1;17;26;7;8
54;10;98;26298;1;18;24;5;8
56;12;178;26299;1;17;26;8;9
56;12;179;26299;1;17;26;8;9
56;12;180;26299;1;17;26;8;8
57;13;181;26299;1;17;27;8;9
56;12;176;26299;1;17;26;8;8
57;13;182;26299;1;17;27;8;8
57;13;183;26299;1;17;27;8;8
57;13;185;26299;1;17;27;8;9
53;9;72;26299;1;17;25;6;8
54;11;166;26286;1;06;22;8;9
53;9;33;26298;1;18;24;6;9
53;10;106;26297;1;08;23;8;10
56;13;183;26297;1;08;24;8;9
56;13;184;26297;1;08;24;8;10
54;11;167;26297;1;08;23;7;10
54;11;164;26297;1;08;23;7;9
54;11;169;26297;1;08;23;8;9
54;11;165;26297;1;08;23;6;10
54;11;163;26297;1;08;23;7;9
54;11;166;26297;1;08;23;8;9
53;10;111;26297;1;08;23;7;9
53;10;135;26297;1;08;23;7;9
54;10;111;26298;1;18;24;5;7
53;10;102;26297;1;08;23;8;10
55;11;163;26299;1;17;26;7;8
56;12;178;26298;1;18;25;8;9
57;13;181;26298;1;18;26;8;9
57;13;184;26298;1;18;26;7;10
57;13;182;26298;1;18;26;7;10
57;13;183;26298;1;18;26;7;10
56;12;176;26298;1;18;25;7;10
57;13;185;26298;1;18;26;8;8
56;12;179;26298;1;18;25;8;8
56;12;177;26298;1;18;25;7;10
56;12;180;26298;1;18;25;7;10
53;10;98;26297;1;08;23;7;9
54;11;163;26302;1;06;23;6;8
53;9;33;26299;1;17;25;5;8
55;12;176;26302;1;06;24;8;8
56;13;184;26302;1;06;24;8;8
56;13;185;26302;1;06;24;8;10
56;13;182;26302;1;06;24;8;8
56;13;183;26302;1;06;24;8;8
56;13;181;26302;1;06;24;8;8
54;11;167;26302;1;06;23;5;9
54;11;164;26302;1;06;23;8;9
54;11;166;26302;1;06;23;8;9
55;12;179;26302;1;06;24;8;10
54;11;165;26302;1;06;23;5;8
55;12;178;26302;1;06;24;8;8
53;10;106;26302;1;06;23;8;9
53;10;135;26302;1;06;23;7;10
53;10;102;26302;1;06;23;5;8
53;10;98;26302;1;06;23;5;8
53;10;111;26302;1;06;23;5;9
57;13;183;26303;1;08;25;8;8
57;13;182;26303;1;08;25;8;8
56;12;179;26303;1;08;24;8;8
56;12;180;26303;1;08;24;8;8
55;11;167;26323;1;05;25;5;8
54;11;169;26302;1;06;23;8;9
54;8;62;26301;1;05;25;7;9
55;11;166;26299;1;17;26;5;9
55;11;167;26299;1;17;26;4;8
55;11;169;26299;1;17;26;6;7
55;11;164;26299;1;17;26;6;9
54;10;106;26299;1;17;25;7;9
54;10;111;26299;1;17;25;5;7
54;10;135;26299;1;17;25;7;9
54;10;98;26299;1;17;25;6;8
54;10;102;26299;1;17;25;7;8
56;9;33;26301;1;05;26;6;6
55;12;180;26302;1;06;24;8;8
58;9;72;26301;1;05;27;6;6
56;13;182;26297;1;08;24;8;9
54;8;71;26301;1;05;25;5;6
54;8;79;26301;1;05;25;6;8
57;9;72;26301;1;05;27;6;6
57;9;33;26301;1;05;27;4;7
55;8;71;26301;1;05;26;5;7
53;7;97;26301;1;05;25;3;8
53;7;51;26301;1;05;25;5;6
53;7;70;26301;1;05;25;7;5
53;7;31;26301;1;05;25;7;7
55;12;177;26302;1;06;24;8;8
56;9;72;26301;1;05;26;4;6
53;9;33;26289;1;18;24;7;7
56;13;185;26297;1;08;24;8;9
53;10;106;26287;1;06;22;7;10
56;12;176;26289;1;18;25;8;8
56;12;179;26289;1;18;25;8;9
56;12;178;26289;1;18;25;7;10
56;12;177;26289;1;18;25;8;8
56;12;180;26289;1;18;25;7;9
57;13;181;26289;1;18;26;7;10
57;13;182;26289;1;18;26;8;8
57;13;183;26289;1;18;26;7;9
53;10;102;26287;1;06;22;6;4
57;13;185;26289;1;18;26;8;9
53;10;135;26287;1;06;22;6;9
55;11;164;26289;1;18;25;8;8
55;11;165;26289;1;18;25;7;7
55;11;166;26289;1;18;25;7;9
55;11;169;26289;1;18;25;7;9
55;11;167;26289;1;18;25;7;8
55;11;163;26289;1;18;25;7;8
54;10;135;26289;1;18;24;7;8
54;10;111;26289;1;18;24;5;8
54;10;98;26289;1;18;24;5;7
54;10;102;26289;1;18;24;7;8
57;13;184;26289;1;18;26;7;8
56;13;183;26287;1;06;23;8;8
56;12;177;26303;1;08;24;7;9
53;10;111;26286;1;06;22;7;10
53;10;98;26286;1;06;22;8;8
53;10;106;26286;1;06;22;8;9
53;10;135;26286;1;06;22;8;10
53;10;102;26286;1;06;22;8;6
55;12;180;26287;1;06;23;8;8
55;12;176;26287;1;06;23;8;8
55;12;177;26287;1;06;23;8;8
55;12;178;26287;1;06;23;8;9
53;10;98;26287;1;06;22;6;8
56;13;184;26287;1;06;23;8;8
56;12;176;26291;1;18;25;8;8
56;13;182;26287;1;06;23;8;8
56;13;181;26287;1;06;23;8;9
56;13;185;26287;1;06;23;8;9
54;11;163;26287;1;06;22;6;9
54;11;165;26287;1;06;22;5;7
54;11;164;26287;1;06;22;7;9
54;11;166;26287;1;06;22;8;10
54;11;167;26287;1;06;22;5;9
54;11;169;26287;1;06;22;8;9
53;10;111;26287;1;06;22;6;9
55;12;179;26287;1;06;23;8;9
54;11;165;26293;1;17;25;7;9
55;12;178;26293;1;17;26;8;8
56;13;181;26293;1;17;26;8;8
56;13;182;26293;1;17;26;8;9
56;13;185;26293;1;17;26;8;10
56;13;184;26293;1;17;26;8;9
53;10;111;26293;1;17;25;7;9
53;10;98;26293;1;17;25;6;9
53;10;102;26293;1;17;25;6;5
53;10;106;26293;1;17;25;8;9
54;10;106;26289;1;18;24;6;9
54;11;164;26293;1;17;25;7;9
55;12;176;26293;1;17;26;8;9
54;11;166;26293;1;17;25;7;6
54;11;167;26293;1;17;25;5;7
54;11;169;26293;1;17;25;7;10
54;11;163;26293;1;17;25;6;9
55;12;179;26297;1;08;24;8;9
55;12;180;26297;1;08;24;8;9
55;12;178;26297;1;08;24;7;8
55;12;177;26297;1;08;24;8;10
55;12;176;26297;1;08;24;8;9
54;11;167;26286;1;06;22;6;10
53;10;135;26293;1;17;25;7;8
55;11;169;26291;1;18;25;7;9
56;13;181;26297;1;08;24;7;8
57;13;182;26291;1;18;26;8;8
57;13;184;26291;1;18;26;8;10
56;12;179;26291;1;18;25;8;8
56;12;177;26291;1;18;25;8;10
56;12;178;26291;1;18;25;8;8
57;13;185;26291;1;18;26;8;8
56;12;180;26291;1;18;25;8;8
57;13;183;26291;1;18;26;8;8
55;11;165;26291;1;18;25;7;8
55;12;179;26293;1;17;26;8;10
55;11;164;26291;1;18;25;8;7
55;12;177;26293;1;17;26;8;9
55;11;163;26291;1;18;25;7;9
55;11;166;26291;1;18;25;8;9
53;9;72;26291;1;18;24;6;7
53;9;33;26291;1;18;24;5;9
54;10;135;26291;1;18;24;8;8
54;10;111;26291;1;18;24;6;8
54;10;98;26291;1;18;24;7;9
54;10;106;26291;1;18;24;7;9
54;10;102;26291;1;18;24;6;5
57;13;181;26291;1;18;26;8;8
55;11;167;26291;1;18;25;6;10
55;13;184;26431;1;17;33;7;10
53;13;185;26428;1;15;28;7;9
53;13;184;26428;1;15;28;6;8
53;13;182;26428;1;15;28;6;9
53;13;181;26428;1;15;28;7;10
53;13;183;26428;1;15;28;6;9
55;13;183;26431;1;17;33;8;10
55;13;182;26431;1;17;33;8;10
55;12;176;26423;1;17;30;7;7
55;13;181;26431;1;17;33;8;10
53;10;106;26423;1;17;29;8;9
54;12;180;26431;1;17;32;8;10
54;12;176;26431;1;17;32;8;10
54;12;179;26431;1;17;32;8;10
54;12;178;26431;1;17;32;7;10
54;12;177;26431;1;17;32;7;10
53;11;166;26431;1;17;32;7;9
53;11;165;26431;1;17;32;6;6
55;13;185;26431;1;17;33;8;10
54;11;164;26423;1;17;29;7;6
58;11;167;26441;1;17;31;6;8
56;13;185;26423;1;17;30;6;7
56;13;184;26423;1;17;30;8;9
56;13;183;26423;1;17;30;8;8
56;13;182;26423;1;17;30;7;7
55;12;180;26423;1;17;30;8;8
55;12;179;26423;1;17;30;6;7
53;10;135;26423;1;17;29;6;9
55;12;177;26423;1;17;30;8;9
53;10;111;26423;1;17;29;6;7
54;11;169;26423;1;17;29;6;9
54;11;167;26423;1;17;29;6;9
54;11;166;26423;1;17;29;7;6
54;11;165;26423;1;17;29;5;6
54;11;163;26423;1;17;29;5;9
53;10;98;26423;1;17;29;6;8
53;10;102;26423;1;17;29;8;3
53;11;167;26431;1;17;32;6;7
55;12;178;26423;1;17;30;7;8
53;13;184;26435;1;17;31;7;8
53;11;163;26431;1;17;32;5;9
53;10;102;26434;1;04;29;6;10
54;11;163;26434;1;04;29;7;9
54;11;167;26434;1;04;29;8;7
54;11;169;26434;1;04;29;7;9
54;11;166;26434;1;04;29;7;8
54;11;164;26434;1;04;29;7;7
53;10;135;26434;1;04;29;7;9
53;13;185;26435;1;17;31;8;10
53;10;98;26434;1;04;29;5;6
53;13;183;26435;1;17;31;5;10
53;13;182;26435;1;17;31;7;8
53;13;181;26435;1;17;31;6;10
53;13;184;26439;1;17;27;7;7
53;13;183;26439;1;17;27;6;9
53;13;182;26439;1;17;27;7;8
53;13;181;26439;1;17;27;7;10
53;13;183;26399;1;17;25;7;9
54;11;165;26434;1;04;29;5;5
55;12;179;26434;1;04;30;7;8
53;12;179;26410;1;10;36;7;9
53;11;169;26431;1;17;32;6;9
53;13;184;26432;1;17;36;8;8
53;13;185;26432;1;17;36;7;10
53;13;183;26432;1;17;36;8;10
53;13;182;26432;1;17;36;7;10
53;13;181;26432;1;17;36;7;10
53;10;106;26434;1;04;29;7;10
55;12;180;26434;1;04;30;7;8
53;11;164;26431;1;17;32;5;10
55;12;176;26434;1;04;30;7;7
55;12;177;26434;1;04;30;8;9
56;13;183;26434;1;04;30;7;8
56;13;184;26434;1;04;30;8;9
56;13;181;26434;1;04;30;7;8
53;10;135;26353;1;16;28;7;9
56;13;185;26434;1;04;30;7;8
54;10;102;26323;1;05;24;6;5
55;12;178;26434;1;04;30;7;8
59;11;169;26403;1;18;30;7;9
58;10;98;26402;1;17;28;5;7
54;7;70;26402;1;17;26;8;6
54;7;51;26402;1;17;26;6;7
54;7;97;26402;1;17;26;5;8
54;7;31;26402;1;17;26;6;8
56;9;33;26403;1;18;28;6;7
56;13;181;26423;1;17;30;7;8
59;11;165;26403;1;18;30;7;10
58;10;135;26402;1;17;28;7;9
59;11;164;26403;1;18;30;8;10
59;11;166;26403;1;18;30;8;9
59;11;163;26403;1;18;30;8;9
59;11;167;26403;1;18;30;8;9
57;10;102;26403;1;18;29;7;8
57;10;106;26403;1;18;29;6;4
57;10;111;26403;1;18;29;7;9
56;9;72;26403;1;18;28;4;8
59;11;165;26402;1;17;29;7;10
53;13;182;26399;1;17;25;8;10
53;13;181;26399;1;17;25;8;10
53;13;184;26399;1;17;25;7;10
56;9;33;26402;1;17;27;5;6
56;9;72;26402;1;17;27;3;6
59;11;163;26402;1;17;29;7;7
59;11;169;26402;1;17;29;7;9
55;8;79;26402;1;17;27;6;8
59;11;166;26402;1;17;29;8;8
58;10;111;26402;1;17;28;6;7
59;11;164;26402;1;17;29;7;9
58;10;102;26402;1;17;28;5;9
57;9;72;26402;1;17;28;6;6
57;9;33;26402;1;17;28;4;8
58;10;106;26402;1;17;28;6;9
55;8;62;26402;1;17;27;6;5
55;8;71;26402;1;17;27;5;7
55;8;79;26403;1;18;28;8;10
59;11;167;26402;1;17;29;5;7
53;12;180;26410;1;10;36;8;9
58;10;106;26403;1;18;29;8;9
53;13;182;26406;1;17;28;8;10
53;13;181;26406;1;17;28;8;10
53;13;183;26406;1;17;28;7;9
53;13;182;26407;1;17;29;8;10
53;13;183;26407;1;17;29;7;8
53;13;184;26407;1;17;29;7;10
53;13;185;26406;1;17;28;8;10
53;13;181;26407;1;17;29;8;10
54;13;184;26405;1;17;34;8;10
54;13;183;26410;1;10;36;8;9
53;12;178;26410;1;10;36;7;10
53;12;176;26410;1;10;36;7;10
53;12;177;26410;1;10;36;7;9
54;13;181;26410;1;10;36;7;10
54;13;182;26410;1;10;36;7;10
54;13;184;26410;1;10;36;8;8
54;13;185;26410;1;10;36;8;8
53;13;185;26407;1;17;29;8;10
53;12;180;26405;1;17;34;8;10
58;11;166;26441;1;17;31;6;8
55;8;71;26403;1;18;28;6;7
55;8;62;26403;1;18;28;5;4
57;10;135;26403;1;18;29;6;10
54;7;70;26403;1;18;27;6;7
54;7;51;26403;1;18;27;6;7
54;7;97;26403;1;18;27;6;9
53;13;184;26406;1;17;28;7;10
54;7;31;26403;1;18;27;6;8
57;10;98;26403;1;18;29;6;8
53;12;179;26405;1;17;34;8;10
53;12;177;26405;1;17;34;8;10
53;12;176;26405;1;17;34;8;10
53;12;178;26405;1;17;34;8;10
54;13;181;26405;1;17;34;8;10
54;13;183;26405;1;17;34;8;10
54;13;182;26405;1;17;34;8;10
54;13;185;26405;1;17;34;8;10
53;12;178;26479;1;21;26;7;10
56;13;184;26472;1;17;31;6;7
54;11;166;26472;1;17;30;7;8
54;11;165;26472;1;17;30;5;7
54;11;164;26472;1;17;30;7;8
54;11;163;26472;1;17;30;7;8
54;11;169;26472;1;17;30;6;9
54;11;167;26472;1;17;30;5;8
